teks,teks_bersih,label,rating,kategori,nama_produk,id_produk,id_toko,url
"maaf telat konfirms bos.. (baru pulang dri luar kota)
keyboard nya udah sampe.. di test work semua.. puas dg pelayanan nya.. respon cepat... keseluruhan.. binrang 5...",maaf telat konfirms bos baru pulang dri luar kota keyboard nya sudah sampai di test work semua puas dengan pelayanan nya respon cepat keseluruhan binrang,positif,5,elektronik,"Keyboard Laptop Asus Eee PC 1025, 1025C, 1025CE, EeePC Flare Hitam",172186054,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-asus-eee-pc-1025-1025c-1025ce-eeepc-flare-hitam
barangnya sudah sampai terima kasih,barang sudah sampai terimakasih,positif,4,elektronik,"Keyboard Laptop Asus Eee PC 1025, 1025C, 1025CE, EeePC Flare Hitam",172186054,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-asus-eee-pc-1025-1025c-1025ce-eeepc-flare-hitam
"Work gan, tapi biar pas pinggirnya harus dipotong",work gan tapi biar pas pinggirnya harus dipotong,positif,5,elektronik,"Keyboard Laptop Asus Eee PC 1025, 1025C, 1025CE, EeePC Flare Hitam",172186054,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-asus-eee-pc-1025-1025c-1025ce-eeepc-flare-hitam
barang oke...paking istimewa... recomendded,barang ok paking istimewa recomendded,positif,5,elektronik,"Keyboard Laptop Asus Eee PC 1025, 1025C, 1025CE, EeePC Flare Hitam",172186054,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-asus-eee-pc-1025-1025c-1025ce-eeepc-flare-hitam
"trimaksi brngnya uda smapai
pnjual respon dengan cept
pekinganya bagus.",trimaksi brngnya sudah smapai pnjual respon dengan cept pekinganya bagus,positif,5,elektronik,"Keyboard Laptop Asus Eee PC 1025, 1025C, 1025CE, EeePC Flare Hitam",172186054,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-asus-eee-pc-1025-1025c-1025ce-eeepc-flare-hitam
mantap gan barang sudah sampai dengan selamat,mantap gan barang sudah sampai dengan selamat,positif,5,elektronik,"Keyboard Laptop Asus Eee PC 1025, 1025C, 1025CE, EeePC Flare Hitam",172186054,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-asus-eee-pc-1025-1025c-1025ce-eeepc-flare-hitam
bintang lima untuk kualitas dan akurasi produk,bintang lima untuk kualitas dan akurasi produk,positif,5,elektronik,"Keyboard Laptop Asus Eee PC 1025, 1025C, 1025CE, EeePC Flare Hitam",172186054,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-asus-eee-pc-1025-1025c-1025ce-eeepc-flare-hitam
"barang berfungsi dengan baik, sebelumnya sempat ragu ngga pas, tp ternyata pas meskipun harus memotong bagian kanan kiri",barang berfungsi dengan baik sebelumnya sempat ragu tidak pas tapi ternyata pas meskipun harus memotong bagian kanan kiri,positif,5,elektronik,"Keyboard Laptop Asus Eee PC 1025, 1025C, 1025CE, EeePC Flare Hitam",172186054,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-asus-eee-pc-1025-1025c-1025ce-eeepc-flare-hitam
sudah di test 100% fungsional... walau tak selembut versi ori,sudah di test fungsional walau tidak selembut versi ori,positif,4,elektronik,Keyboard Asus VIVOBOOK X201E X201 X202E S200 S200E-Hitam,172186483,1787060,https://www.tokopedia.com/askompute/keyboard-asus-vivobook-x201e-x201-x202e-s200-s200e-hitam
Mantaaaaaaaaaaaaaaaaaapppp,mantap,positif,5,elektronik,Keyboard Asus VIVOBOOK X201E X201 X202E S200 S200E-Hitam,172186483,1787060,https://www.tokopedia.com/askompute/keyboard-asus-vivobook-x201e-x201-x202e-s200-s200e-hitam
Mantaaaaaaaaaaaaaaaaaappp,mantap,positif,5,elektronik,Keyboard Asus VIVOBOOK X201E X201 X202E S200 S200E-Hitam,172186483,1787060,https://www.tokopedia.com/askompute/keyboard-asus-vivobook-x201e-x201-x202e-s200-s200e-hitam
"barang sudah sampai, tp blom di tes. semoga awet deh",barang sudah sampai tapi blom di tes semoga awet deh,positif,5,elektronik,"Battery Laptop Asus ASUS A42, A42J, A42F, K52, A52, A52F, K42DR K42J",172208633,1787060,https://www.tokopedia.com/askompute/battery-laptop-asus-asus-a42-a42j-a42f-k52-a52-a52f-k42dr-k42j
Okkkkkeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee.....,ok,positif,5,elektronik,"Battery Laptop Asus ASUS A42, A42J, A42F, K52, A52, A52F, K42DR K42J",172208633,1787060,https://www.tokopedia.com/askompute/battery-laptop-asus-asus-a42-a42j-a42f-k52-a52-a52f-k42dr-k42j
"Tanggapan seller cepat, pengiriman cepat, produk dapat digunakan. Thanks",tanggapan seller cepat pengiriman cepat produk dapat digunakan terimakasih,positif,5,elektronik,"Battery Laptop Asus ASUS A42, A42J, A42F, K52, A52, A52F, K42DR K42J",172208633,1787060,https://www.tokopedia.com/askompute/battery-laptop-asus-asus-a42-a42j-a42f-k52-a52-a52f-k42dr-k42j
terima kasih barang sudah sampai..proses mantap sekali,terimakasih barang sudah sampai proses mantap sekali,positif,5,elektronik,"Battery Laptop Asus ASUS A42, A42J, A42F, K52, A52, A52F, K42DR K42J",172208633,1787060,https://www.tokopedia.com/askompute/battery-laptop-asus-asus-a42-a42j-a42f-k52-a52-a52f-k42dr-k42j
terima kasih sudah sampai barangnya proses cepat :),terimakasih sudah sampai barang proses cepat,positif,5,elektronik,"Battery Laptop Asus ASUS A42, A42J, A42F, K52, A52, A52F, K42DR K42J",172208633,1787060,https://www.tokopedia.com/askompute/battery-laptop-asus-asus-a42-a42j-a42f-k52-a52-a52f-k42dr-k42j
Barang normal banget mas.....,barang normal banget mas,positif,5,elektronik,Keyboard Laptop HP Compaq cq43 cq430 cq57 HP Pavilion G4 G6 HP 1000,172613587,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-hp-compaq-cq43-cq430-cq57-hp-pavilion-g4-g6-hp-1000
"Barang sesuai dgn yg digambarkan, packing sangat aman dan rapi",barang sesuai dengan yang digambarkan packing sangat aman dan rapi,positif,5,elektronik,Keyboard Laptop HP Compaq cq43 cq430 cq57 HP Pavilion G4 G6 HP 1000,172613587,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-hp-compaq-cq43-cq430-cq57-hp-pavilion-g4-g6-hp-1000
"Barang ok, sesuai deskripsi, pelayanan mantab 😀",barang ok sesuai deskripsi pelayanan mantap,positif,5,elektronik,Keyboard Laptop HP Compaq cq43 cq430 cq57 HP Pavilion G4 G6 HP 1000,172613587,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-hp-compaq-cq43-cq430-cq57-hp-pavilion-g4-g6-hp-1000
pemesanan diproses secepat kilat,pemesanan diproses secepat kilat,positif,5,elektronik,Keyboard Laptop HP Compaq cq43 cq430 cq57 HP Pavilion G4 G6 HP 1000,172613587,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-hp-compaq-cq43-cq430-cq57-hp-pavilion-g4-g6-hp-1000
"pelayanan cepat dan rapih. barang sesuai dan berfungsi, hanya saja tombol WiFi nya kebalik, lampu nyala = WiFi mati....hehhe...",pelayanan cepat dan rapi barang sesuai dan berfungsi hanya saja tombol wifi nya kebalik lampu nyala wifi mati hehhe,positif,4,elektronik,Keyboard Laptop HP Compaq cq43 cq430 cq57 HP Pavilion G4 G6 HP 1000,172613587,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-hp-compaq-cq43-cq430-cq57-hp-pavilion-g4-g6-hp-1000
pemesanan di proses secepat kilat,pemesanan di proses secepat kilat,positif,5,elektronik,Keyboard Laptop HP Compaq cq43 cq430 cq57 HP Pavilion G4 G6 HP 1000,172613587,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-hp-compaq-cq43-cq430-cq57-hp-pavilion-g4-g6-hp-1000
barang sudah diterima sesuai pesanan. terimakasih,barang sudah diterima sesuai pesanan terimakasih,positif,5,elektronik,Keyboard Laptop HP Compaq cq43 cq430 cq57 HP Pavilion G4 G6 HP 1000,172613587,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-hp-compaq-cq43-cq430-cq57-hp-pavilion-g4-g6-hp-1000
Barang sudah diterima dengan baik tetapi untuk aluminium keyboardnya beda tidak berlubang2 tetapi polos. Tidak apa  yang penting berfungsi semua tombol2nya. Terima kasih.,barang sudah diterima dengan baik tetapi untuk aluminium keyboardnya beda tidak berlubang tetapi polos tidak apa yang penting berfungsi semua tombol nya terimakasih,positif,5,elektronik,Keyboard Laptop HP Compaq cq43 cq430 cq57 HP Pavilion G4 G6 HP 1000,172613587,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-hp-compaq-cq43-cq430-cq57-hp-pavilion-g4-g6-hp-1000
"barang sudah sampai, cepat tepat akurat padat dan sehat ,,,",barang sudah sampai cepat tepat akurat padat dan sehat,positif,5,elektronik,Keyboard Laptop HP Compaq cq43 cq430 cq57 HP Pavilion G4 G6 HP 1000,172613587,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-hp-compaq-cq43-cq430-cq57-hp-pavilion-g4-g6-hp-1000
sesuai dengan  pesanan ..........,sesuai dengan pesanan,positif,5,elektronik,Keyboard Laptop HP Compaq cq43 cq430 cq57 HP Pavilion G4 G6 HP 1000,172613587,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-hp-compaq-cq43-cq430-cq57-hp-pavilion-g4-g6-hp-1000
"Thx,.,,.,,.,..,.,..,..,.,..,.,.",terimakasih,positif,5,elektronik,Keyboard HP COMPAQ PRESARIO CQ42 G42 BLACK,172615415,1787060,https://www.tokopedia.com/askompute/keyboard-hp-compaq-presario-cq42-g42-black
"dr 3 keyboard yg dikirim fisik OK packing OK, cuman tidak sama dengan foto yg ditampilkan",dari keyboard yang dikirim fisik ok packing ok cuman tidak sama dengan foto yang ditampilkan,positif,4,elektronik,Keyboard HP COMPAQ PRESARIO CQ42 G42 BLACK,172615415,1787060,https://www.tokopedia.com/askompute/keyboard-hp-compaq-presario-cq42-g42-black
pemesanan diproses secepat kilat,pemesanan diproses secepat kilat,positif,5,elektronik,Keyboard HP COMPAQ PRESARIO CQ42 G42 BLACK,172615415,1787060,https://www.tokopedia.com/askompute/keyboard-hp-compaq-presario-cq42-g42-black
Paket sudah diterima gan....,paket sudah diterima gan,positif,4,elektronik,Keyboard Toshiba Satellite C800 C800D C840 C840D M805 L800 L805 L830,172987704,1787060,https://www.tokopedia.com/askompute/keyboard-toshiba-satellite-c800-c800d-c840-c840d-m805-l800-l805-l830
Thank&#39;s ... Barangny sesuai pesanan saya.,terimakasih s barangny sesuai pesanan saya,positif,5,elektronik,Keyboard Toshiba Satellite C800 C800D C840 C840D M805 L800 L805 L830,172987704,1787060,https://www.tokopedia.com/askompute/keyboard-toshiba-satellite-c800-c800d-c840-c840d-m805-l800-l805-l830
"Barang mantaap, pelayanan memuaskan. Makasih gan.",barang mantaap pelayanan memuaskan terimakasih gan,positif,5,elektronik,Keyboard Toshiba Satellite C800 C800D C840 C840D M805 L800 L805 L830,172987704,1787060,https://www.tokopedia.com/askompute/keyboard-toshiba-satellite-c800-c800d-c840-c840d-m805-l800-l805-l830
Respon cepat komplain lgsg di atasi. Good,respon cepat komplain lgsg di atasi good,positif,5,elektronik,Keyboard Toshiba Satellite C800 C800D C840 C840D M805 L800 L805 L830,172987704,1787060,https://www.tokopedia.com/askompute/keyboard-toshiba-satellite-c800-c800d-c840-c840d-m805-l800-l805-l830
udah pake sebulan ga ada masalah ... good,sudah pakai sebulan tidak ada masalah good,positif,5,elektronik,Keyboard Toshiba Satellite C800 C800D C840 C840D M805 L800 L805 L830,172987704,1787060,https://www.tokopedia.com/askompute/keyboard-toshiba-satellite-c800-c800d-c840-c840d-m805-l800-l805-l830
"Terima kasih atas pelayanan nya, saya sangat puas setiap belanja ditoko ini. Sukses selalu, semoga makin laris...",terimakasih atas pelayanan nya saya sangat puas setiap belanja ditoko ini sukses selalu semoga makin laris,positif,5,elektronik,Keyboard Toshiba Satellite C800 C800D C840 C840D M805 L800 L805 L830,172987704,1787060,https://www.tokopedia.com/askompute/keyboard-toshiba-satellite-c800-c800d-c840-c840d-m805-l800-l805-l830
Paket Sudah diterima gan... cuma blom di test....,paket sudah diterima gan cuma blom di test,positif,4,elektronik,Keyboard Toshiba Satellite C800 C800D C840 C840D M805 L800 L805 L830,172987704,1787060,https://www.tokopedia.com/askompute/keyboard-toshiba-satellite-c800-c800d-c840-c840d-m805-l800-l805-l830
Paket sudah diterima gan... mantap.. packing rapi...,paket sudah diterima gan mantap packing rapi,positif,4,elektronik,Keyboard Toshiba Satellite C800 C800D C840 C840D M805 L800 L805 L830,172987704,1787060,https://www.tokopedia.com/askompute/keyboard-toshiba-satellite-c800-c800d-c840-c840d-m805-l800-l805-l830
barang telah d terima dg baik. respon cepat,barang telah d terima dengan baik respon cepat,positif,4,elektronik,Keyboard Toshiba Satellite C800 C800D C840 C840D M805 L800 L805 L830,172987704,1787060,https://www.tokopedia.com/askompute/keyboard-toshiba-satellite-c800-c800d-c840-c840d-m805-l800-l805-l830
barang mantaap.. Luarbisyah...,barang mantaap luarbisyah,positif,5,elektronik,Keyboard HP Pavilion SleekBook Touch Smart 14-F000 14-B100 14Z,173652850,1787060,https://www.tokopedia.com/askompute/keyboard-hp-pavilion-sleekbook-touch-smart-14-f000-14-b100-14z
tombol back space nya agak keras jd hrs ditekan kadang 2 kali,tombol back space nya agak keras jadi harus ditekan kadang kali,positif,4,elektronik,keyboard laptop HP ProBook 4330 4331s 4430s 4431s 4435s 4436s-ORIGINAL,173664696,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-hp-probook-4330-4331s-4430s-4431s-4435s-4436s-original
"pengiriman cepat, packing sangat tebal dan aman.
belum di coba. semoga awet dan baik2 saja nanti kalo sdah dicoba.",pengiriman cepat packing sangat tebal dan aman belum di coba semoga awet dan baik saja nanti kalau sudah dicoba,positif,5,elektronik,keyboard laptop HP ProBook 4330 4331s 4430s 4431s 4435s 4436s-ORIGINAL,173664696,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-hp-probook-4330-4331s-4430s-4431s-4435s-4436s-original
recomended seller.. semoga awet,recommended seller semoga awet,positif,4,elektronik,keyboard HP mini 210 Series 210-1000 210-1015tu 210-2000 210-2100,173666625,1787060,https://www.tokopedia.com/askompute/keyboard-hp-mini-210-series-210-1000-210-1015tu-210-2000-210-2100
barang sudah sampai dgn selamat,barang sudah sampai dengan selamat,positif,4,elektronik,keyboard HP mini 210 Series 210-1000 210-1015tu 210-2000 210-2100,173666625,1787060,https://www.tokopedia.com/askompute/keyboard-hp-mini-210-series-210-1000-210-1015tu-210-2000-210-2100
"barang sdh diterima, packing rapi, tombol dicoba tidak ada kendala, normal semua. pokoknya PUAS......",barang sudah diterima packing rapi tombol dicoba tidak ada kendala normal semua pokoknya puas,positif,5,elektronik,Keyboard Laptop HP 14-d010au - Hitam,173669810,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-hp-14-d010au-hitam
"ok,..................................",ok,positif,5,elektronik,"Keyboard Laptop HP Pavilion 14-G102AU, G008AU, G006AU, 14-G, 14-G000",173670173,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-hp-pavilion-14-g102au-g008au-g006au-14-g-14-g000
"tombol banyak yg macet bos,,lain kali tlng di cek dulu",tombol banyak yang macet bos lain kali tlng di cek dulu,negatif,2,elektronik,"Keyboard Laptop HP Pavilion 14-G102AU, G008AU, G006AU, 14-G, 14-G000",173670173,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-hp-pavilion-14-g102au-g008au-g006au-14-g-14-g000
"good,pesanan sudah sampai dan barang sesuai",good pesanan sudah sampai dan barang sesuai,positif,4,elektronik,"Keyboard Laptop HP Pavilion 14-G102AU, G008AU, G006AU, 14-G, 14-G000",173670173,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-hp-pavilion-14-g102au-g008au-g006au-14-g-14-g000
Respon cepat itu yg di inginkan konsumen ..,respon cepat itu yang di inginkan konsumen,positif,4,elektronik,"Keyboard Laptop HP Pavilion 14-G102AU, G008AU, G006AU, 14-G, 14-G000",173670173,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-hp-pavilion-14-g102au-g008au-g006au-14-g-14-g000
Terimakasih gan. Produk ok.,terimakasih gan produk ok,positif,4,elektronik,"Keyboard Laptop HP Pavilion 14-D010AU, 14-D010TU, 14-D012AU, 14-D012TU",173678400,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-hp-pavilion-14-d010au-14-d010tu-14-d012au-14-d012tu
Paket sudah diterima gan....,paket sudah diterima gan,positif,4,elektronik,"Keyboard Laptop HP Pavilion 14-D010AU, 14-D010TU, 14-D012AU, 14-D012TU",173678400,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-hp-pavilion-14-d010au-14-d010tu-14-d012au-14-d012tu
Barang sesuai deskripsi. Makasih.,barang sesuai deskripsi terimakasih,positif,5,elektronik,"Keyboard Laptop HP Pavilion 14-D010AU, 14-D010TU, 14-D012AU, 14-D012TU",173678400,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-hp-pavilion-14-d010au-14-d010tu-14-d012au-14-d012tu
"Super fast respone...recomended seller,,thanks gan.",super fast respone recommended seller terimakasih gan,positif,5,elektronik,"Keyboard Laptop HP Pavilion 14-D010AU, 14-D010TU, 14-D012AU, 14-D012TU",173678400,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-hp-pavilion-14-d010au-14-d010tu-14-d012au-14-d012tu
Barang mantap tenan ....  pokoe bintang lah,barang mantap tenan pokoe bintang lah,positif,5,elektronik,"Keyboard Laptop HP Pavilion 14-D010AU, 14-D010TU, 14-D012AU, 14-D012TU",173678400,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-hp-pavilion-14-d010au-14-d010tu-14-d012au-14-d012tu
"Mantap gan, mantap mantap dan mantap  10 bintang gan",mantap gan mantap mantap dan mantap bintang gan,positif,5,elektronik,"Keyboard Laptop HP Pavilion 14-D010AU, 14-D010TU, 14-D012AU, 14-D012TU",173678400,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-hp-pavilion-14-d010au-14-d010tu-14-d012au-14-d012tu
udh sbulan pake ga ada masalah .... good,sudah sbulan pakai tidak ada masalah good,positif,5,elektronik,"Keyboard Laptop HP Pavilion 14-D010AU, 14-D010TU, 14-D012AU, 14-D012TU",173678400,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-hp-pavilion-14-d010au-14-d010tu-14-d012au-14-d012tu
pemesanan diproses secepat kilat,pemesanan diproses secepat kilat,positif,5,elektronik,Keyboard Laptop HP Mini 110-3014TU 110-3000 CQ10 110-3015,173683590,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-hp-mini-110-3014tu-110-3000-cq10-110-3015
Saya sangat puas... Barang yg saya pesan sesuai yg saya harapkan. Terima kasih 😊,saya sangat puas barang yang saya pesan sesuai yang saya harapkan terimakasih,positif,5,elektronik,Keyboard Laptop HP Compaq Presario CQ40 CQ41 CQ45,173952001,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-hp-compaq-presario-cq40-cq41-cq45
"Barang bagus, semoga awet..
Thanks gan..
Sukses selalu..",barang bagus semoga awet terimakasih gan sukses selalu,positif,5,elektronik,Baterai Original Lenovo Thinkpad E120 E125 E130 E330 X121X130 X131,174014266,1787060,https://www.tokopedia.com/askompute/baterai-original-lenovo-thinkpad-e120-e125-e130-e330-x121x130-x131
"Barang bagus, sudah di charge sampai penuh dan sepertinya bisa bertahan dua jam lebih.",barang bagus sudah di charge sampai penuh dan sepertinya bisa bertahan dua jam lebih,positif,5,elektronik,Baterai Original Lenovo Thinkpad E120 E125 E130 E330 X121X130 X131,174014266,1787060,https://www.tokopedia.com/askompute/baterai-original-lenovo-thinkpad-e120-e125-e130-e330-x121x130-x131
Respon cpt packing rapi pelayanan mantab,respon cepat packing rapi pelayanan mantap,positif,5,elektronik,Baterai Original Lenovo Thinkpad E120 E125 E130 E330 X121X130 X131,174014266,1787060,https://www.tokopedia.com/askompute/baterai-original-lenovo-thinkpad-e120-e125-e130-e330-x121x130-x131
thanks gan... barang udah nyampai... sesuai harapan... recomended dh gan...,terimakasih gan barang sudah sampai sesuai harapan recommended dh gan,positif,5,elektronik,Baterai Original Lenovo Thinkpad E120 E125 E130 E330 X121X130 X131,174014266,1787060,https://www.tokopedia.com/askompute/baterai-original-lenovo-thinkpad-e120-e125-e130-e330-x121x130-x131
"Thanks gan barang udah diterima dengan mulus, packing ok,, harganya ok,, thanks gan...,",terimakasih gan barang sudah diterima dengan mulus packing ok harganya ok terimakasih gan,positif,5,elektronik,Baterai Original Lenovo Thinkpad E120 E125 E130 E330 X121X130 X131,174014266,1787060,https://www.tokopedia.com/askompute/baterai-original-lenovo-thinkpad-e120-e125-e130-e330-x121x130-x131
"proses sangat cepat, packing jg mantap. Semoga gak ada masalah di barangnya",proses sangat cepat packing juga mantap semoga tidak ada masalah di barang,positif,5,elektronik,Baterai Original Lenovo Thinkpad E120 E125 E130 E330 X121X130 X131,174014266,1787060,https://www.tokopedia.com/askompute/baterai-original-lenovo-thinkpad-e120-e125-e130-e330-x121x130-x131
pemesanan diproses secepat kilat,pemesanan diproses secepat kilat,positif,5,elektronik,Baterai Original Lenovo Thinkpad E120 E125 E130 E330 X121X130 X131,174014266,1787060,https://www.tokopedia.com/askompute/baterai-original-lenovo-thinkpad-e120-e125-e130-e330-x121x130-x131
"produk sesuai yg dipesan, packing rapi, respon cepat. thanksd",produk sesuai yang dipesan packing rapi respon cepat thanksd,positif,5,elektronik,Baterai Original Lenovo Thinkpad E120 E125 E130 E330 X121X130 X131,174014266,1787060,https://www.tokopedia.com/askompute/baterai-original-lenovo-thinkpad-e120-e125-e130-e330-x121x130-x131
makasih bos barangnya bagus udah di pasang dan normal semua.,terimakasih bos barang bagus sudah di pasang dan normal semua,positif,5,elektronik,"Keyboard Laptop HP Probook 4420, 4420S, 4421S, 4425S, 4426S",174572548,1787060,https://www.tokopedia.com/askompute/keyboard-laptop-hp-probook-4420-4420s-4421s-4425s-4426s
"recommended,sukses selalu untuk tokonya gan",recommended sukses selalu untuk tokonya gan,positif,5,elektronik,BATERAI BATTERY HP MINI 110-3000 110-3110 CQ10-400 HSTNN-DB1U ORIGINAL,177106498,1787060,https://www.tokopedia.com/askompute/baterai-battery-hp-mini-110-3000-110-3110-cq10-400-hstnn-db1u-original
Selalu original beli di sini gak nyesel dah. Toppp,selalu original beli di sini tidak nyesel sudah top,positif,5,elektronik,BATERAI BATTERY HP MINI 110-3000 110-3110 CQ10-400 HSTNN-DB1U ORIGINAL,177106498,1787060,https://www.tokopedia.com/askompute/baterai-battery-hp-mini-110-3000-110-3110-cq10-400-hstnn-db1u-original
Cepat dan sesuai speck recommended sales,cepat dan sesuai speck recommended sales,positif,5,elektronik,BATERAI BATTERY HP MINI 110-3000 110-3110 CQ10-400 HSTNN-DB1U ORIGINAL,177106498,1787060,https://www.tokopedia.com/askompute/baterai-battery-hp-mini-110-3000-110-3110-cq10-400-hstnn-db1u-original
barang sudah di terima all work well.,barang sudah di terima all work well,positif,5,elektronik,BATERAI BATTERY HP MINI 110-3000 110-3110 CQ10-400 HSTNN-DB1U ORIGINAL,177106498,1787060,https://www.tokopedia.com/askompute/baterai-battery-hp-mini-110-3000-110-3110-cq10-400-hstnn-db1u-original
"Barang sudah sampai, makasih banyak",barang sudah sampai terimakasih banyak,positif,5,elektronik,BATERAI BATTERY HP MINI 110-3000 110-3110 CQ10-400 HSTNN-DB1U ORIGINAL,177106498,1787060,https://www.tokopedia.com/askompute/baterai-battery-hp-mini-110-3000-110-3110-cq10-400-hstnn-db1u-original
pemesanan diproses secepat kilat,pemesanan diproses secepat kilat,positif,5,elektronik,BATERAI BATTERY HP MINI 110-3000 110-3110 CQ10-400 HSTNN-DB1U ORIGINAL,177106498,1787060,https://www.tokopedia.com/askompute/baterai-battery-hp-mini-110-3000-110-3110-cq10-400-hstnn-db1u-original
murah dan berkualitas untuk kesekian kalinya belanja di sini sangat puas,murah dan berkualitas untuk kesekian kalinya belanja di sini sangat puas,positif,5,elektronik,KEYBOARD LENOVO B40-30 B40-45 B40-70 G40-30 G40-45 G40-70 G40-75,177780250,1787060,https://www.tokopedia.com/askompute/keyboard-lenovo-b40-30-b40-45-b40-70-g40-30-g40-45-g40-70-g40-75
barang sudah sampai...sesuai pesanan.sssiiiippp....,barang sudah sampai sesuai pesanan sip,positif,5,elektronik,KEYBOARD LENOVO B40-30 B40-45 B40-70 G40-30 G40-45 G40-70 G40-75,177780250,1787060,https://www.tokopedia.com/askompute/keyboard-lenovo-b40-30-b40-45-b40-70-g40-30-g40-45-g40-70-g40-75
"Barang berfungsi dengan baik tapi tidak sesuai pesanan, beli warna putih ug dikirim hitam.",barang berfungsi dengan baik tapi tidak sesuai pesanan beli warna putih ug dikirim hitam,positif,5,elektronik,Keyboard Asus Eee PC 1015 1015B 1015BX 1015CX 1015P 1015T - Putih,178125926,1787060,https://www.tokopedia.com/askompute/keyboard-asus-eee-pc-1015-1015b-1015bx-1015cx-1015p-1015t-putih
mantap lah.. bisa install ulang ini.. normal.. berfingsi semua.. juos..,mantap lah bisa install ulang ini normal berfingsi semua juos,positif,5,elektronik,Keyboard Asus Eee PC 1015 1015B 1015BX 1015CX 1015P 1015T - Putih,178125926,1787060,https://www.tokopedia.com/askompute/keyboard-asus-eee-pc-1015-1015b-1015bx-1015cx-1015p-1015t-putih
TOP bngt pokok nyaaa ... .. thxx yaaaa,top banget pokok nya thxx ya,positif,5,elektronik,"LED Laptop 10.0"" ( HSD100IFW1) 30Pin Lebar",181377359,1787060,https://www.tokopedia.com/askompute/led-laptop-10-0-hsd100ifw1-30pin-lebar
"Packing rapi dan barang berfungsi dengan baik,
Semoga awet
Terima kasih",packing rapi dan barang berfungsi dengan baik semoga awet terimakasih,positif,5,elektronik,Adaptor Charger Acer Aspire one AO531 AO532 D250 D150 NAV50 NAV70 ZG5,181574868,1787060,https://www.tokopedia.com/askompute/adaptor-charger-acer-aspire-one-ao531-ao532-d250-d150-nav50-nav70-zg5
Mantap abis................,mantap abis,positif,5,elektronik,Adaptor Charger Acer Aspire one AO531 AO532 D250 D150 NAV50 NAV70 ZG5,181574868,1787060,https://www.tokopedia.com/askompute/adaptor-charger-acer-aspire-one-ao531-ao532-d250-d150-nav50-nav70-zg5
packing rapih baranh berfungsi baik smoga awet,packing rapi baranh berfungsi baik smoga awet,positif,5,elektronik,Adaptor Charger Acer Aspire one AO531 AO532 D250 D150 NAV50 NAV70 ZG5,181574868,1787060,https://www.tokopedia.com/askompute/adaptor-charger-acer-aspire-one-ao531-ao532-d250-d150-nav50-nav70-zg5
Paket sudah diterima. Sesuai dengan diskripsi... Barangnya bagus... Terima kasih... Sukses terus ya,paket sudah diterima sesuai dengan diskripsi barang bagus terimakasih sukses terus ya,positif,5,elektronik,Adaptor Charger Acer Aspire one AO531 AO532 D250 D150 NAV50 NAV70 ZG5,181574868,1787060,https://www.tokopedia.com/askompute/adaptor-charger-acer-aspire-one-ao531-ao532-d250-d150-nav50-nav70-zg5
Respon cepat...barang sesuai deskripsi,respon cepat barang sesuai deskripsi,positif,5,elektronik,Adaptor Charger Acer Aspire one AO531 AO532 D250 D150 NAV50 NAV70 ZG5,181574868,1787060,https://www.tokopedia.com/askompute/adaptor-charger-acer-aspire-one-ao531-ao532-d250-d150-nav50-nav70-zg5
Barang sudah diterima sesuai pesanan respon cepat langsung kirim,barang sudah diterima sesuai pesanan respon cepat langsung kirim,positif,5,elektronik,Adaptor Charger Acer Aspire one AO531 AO532 D250 D150 NAV50 NAV70 ZG5,181574868,1787060,https://www.tokopedia.com/askompute/adaptor-charger-acer-aspire-one-ao531-ao532-d250-d150-nav50-nav70-zg5
